timestamp	pid	elapsed_seconds	state	cpu_percent	memory_percent	rss_kib	vsz_kib	thread_count	command
2026-09-13T21:37:17+09:00	20445	1	SN+	5.2	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:37:18+09:00	20445	2	SN+	2.9	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:37:19+09:00	20445	3	SN+	2.0	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:37:20+09:00	20445	4	SN+	1.5	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:37:21+09:00	20445	5	SN+	1.2	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:37:22+09:00	20445	6	SN+	1.0	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:37:23+09:00	20445	7	SNl+	1.1	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:24+09:00	20445	8	SNl+	1.0	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:25+09:00	20445	9	SNl+	0.9	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:26+09:00	20445	10	SNl+	0.8	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:27+09:00	20445	11	SNl+	0.7	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:28+09:00	20445	12	SNl+	0.7	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:29+09:00	20445	13	SNl+	0.6	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:30+09:00	20445	14	SNl+	0.6	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:31+09:00	20445	15	SNl+	0.5	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:32+09:00	20445	16	SNl+	0.5	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:33+09:00	20445	17	SNl+	0.5	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:34+09:00	20445	18	SNl+	0.4	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:35+09:00	20445	19	SNl+	0.4	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:36+09:00	20445	20	SNl+	0.4	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:37+09:00	20445	21	SNl+	0.4	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:38+09:00	20445	22	SNl+	0.3	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:39+09:00	20445	23	SNl+	0.3	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:40+09:00	20445	24	SNl+	0.3	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:41+09:00	20445	26	SNl+	0.3	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:43+09:00	20445	27	SNl+	0.3	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:44+09:00	20445	28	SNl+	0.3	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:37:45+09:00	20445	29	SNl+	0.3	0.4	18048	170552	3	agent-leak-app
