timestamp	pid	elapsed_seconds	state	cpu_percent	memory_percent	rss_kib	vsz_kib	thread_count	command
2026-09-13T21:36:00+09:00	20011	1	SN+	7.6	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:36:01+09:00	20011	2	SN+	4.2	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:36:02+09:00	20011	3	SN+	2.9	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:36:03+09:00	20011	4	SN+	2.2	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:36:04+09:00	20011	5	SN+	1.8	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:36:05+09:00	20011	6	SN+	1.5	0.4	18048	23088	1	agent-leak-app
2026-09-13T21:36:06+09:00	20011	7	SNl+	1.3	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:07+09:00	20011	8	SNl+	1.1	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:08+09:00	20011	9	SNl+	1.0	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:09+09:00	20011	10	SNl+	0.9	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:10+09:00	20011	11	SNl+	0.8	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:11+09:00	20011	12	SNl+	0.7	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:12+09:00	20011	13	SNl+	0.7	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:13+09:00	20011	14	SNl+	0.6	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:14+09:00	20011	15	SNl+	0.6	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:15+09:00	20011	16	SNl+	0.5	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:16+09:00	20011	17	SNl+	0.5	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:17+09:00	20011	18	SNl+	0.5	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:18+09:00	20011	19	SNl+	0.5	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:19+09:00	20011	20	SNl+	0.4	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:20+09:00	20011	21	SNl+	0.4	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:21+09:00	20011	22	SNl+	0.4	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:22+09:00	20011	23	SNl+	0.4	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:23+09:00	20011	24	SNl+	0.4	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:24+09:00	20011	26	SNl+	0.3	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:25+09:00	20011	27	SNl+	0.3	0.4	18048	170552	3	agent-leak-app
2026-09-13T21:36:26+09:00	20011	28	SNl+	0.3	0.4	18048	170552	3	agent-leak-app
